release_date,genres,id
2015,"['Adventure', 'Horror', 'Indie', 'Point & Click', 'Psychological Horror', 'Mystery', 'Noir', 'Pixel Graphics', 'Female Protagonist', 'Singleplayer', 'Short']",288930
2015,"['Adventure', 'Indie']",288940
2015,"['Indie', 'Adventure']",349800
2015,"['Strategy', 'Simulation', 'RPG']",306390
2015,"['Western', 'Pixel Graphics', 'Indie', 'Open World', 'Adventure', 'Action', 'Detective', 'Local Co-Op', 'Retro', '2D', 'Great Soundtrack', 'Singleplayer', 'RPG']",275200
2015,"['Strategy', 'RPG', 'Indie', 'Turn-Based Tactics', 'Turn-Based', 'Tactical RPG']",357940
2015,"['Indie', 'Horror', 'Adventure', 'First-Person', 'Anime', 'Puzzle', 'Singleplayer', 'Atmospheric', 'Exploration', 'Story Rich', 'Walking Simulator', 'Funny', 'Casual']",353550
2015,"['Action', 'Indie', 'Casual', 'Tower Defense']",360750
2015,"['Indie', 'Soundtrack']",362900
2015,"['Action', 'Indie']",362050
2015,"['Action', 'Casual', 'Indie']",333580
2015,"['Indie', 'Adventure', 'Casual', 'Walking Simulator', 'Simulation', 'Action']",360890
2015,"['Free to Play', 'Indie', 'Strategy', '2D', 'Singleplayer']",365050
2015,"['Free to Play', 'Indie', 'RPG', 'Strategy', 'Board Game']",365270
2015,['Action'],348683
2015,['Action'],348682
2015,"['Action', 'Horror']",354710
2015,"['Memes', 'Action', 'Indie', 'Top-Down Shooter', 'Adventure', 'Great Soundtrack', 'Gore', 'Comedy', 'Violent', 'Atmospheric', 'Female Protagonist', 'Open World', 'Psychological Horror', 'Story Rich', 'Singleplayer', 'Funny', 'Nudity', 'Multiplayer', 'Horror']",348020
2015,"['Indie', 'Strategy', 'RPG', 'Steampunk', 'Turn-Based', 'Singleplayer']",359920
2015,"['Strategy', 'Indie', 'Rogue-like', 'Action', 'RPG', 'Pixel Graphics', 'Adventure', 'Post-apocalyptic', '2D', 'Singleplayer', 'Sci-fi', 'Top-Down', 'Great Soundtrack', 'Rogue-lite', 'Difficult', 'Retro', 'Exploration', 'Moddable', 'Atmospheric', 'Lore-Rich']",318230
2015,['Simulation'],355340
2014,"['Action', 'Adventure', 'Indie', 'Platformer']",364770
2015,['Strategy'],353761
2015,"['Casual', 'Simulation']",342820
2013,"['Indie', 'Simulation', 'Adventure']",365630
2015,"['Utilities', 'Design & Illustration', 'Web Publishing']",348200
2015,"['Indie', 'Platformer', 'Action', 'Dinosaurs', 'Adventure', 'Racing', 'Pixel Graphics', 'Retro', 'Great Soundtrack', 'Space', 'Time Attack', 'Fast-Paced', 'Difficult', 'Local Multiplayer', '2D', 'Local Co-Op', '4 Player Local']",329460
2015,"['Casual', 'Simulation']",342821
2015,"['RPG', 'Adventure', 'Indie', 'Anime', 'Female Protagonist', 'RPGMaker']",342090
2015,"['Adventure', 'RPG', 'Indie']",344200
2015,"['Action', 'Adventure', 'Indie', 'Racing']",364400
2013,['Casual'],365490
2015,"['Simulation', 'Singleplayer']",319780
2015,"['Simulation', 'Open World', 'Sandbox', 'Realistic', 'TrackIR', 'Trains', 'Casual', 'Level Editor', 'Singleplayer', 'Driving', 'Building', 'Physics', 'Atmospheric', 'Moddable', 'Family Friendly', 'Co-op', 'City Builder', 'Adventure', 'Flight']",277749
2015,"['Action', 'Indie', 'Casual']",318560
2015,"['Strategy', 'Action', 'Adventure', 'RPG', 'Casual', 'Free to Play']",358110
2015,['Simulation'],295191
2015,"['Casual', 'Action', 'Local Co-Op', 'Puzzle-Platformer', 'Platformer', 'Difficult']",324140
2015,"['Action', 'Casual']",346071
2015,"['Action', 'Casual']",346070
2015,"['Indie', 'Puzzle', 'Sci-fi', 'Futuristic', 'Atmospheric', 'Sokoban', 'Strategy', 'Adventure', 'Cute']",316080
2015,"['Indie', 'Action', 'Platformer', 'Pixel Graphics', 'Retro']",363220
2015,"['Simulation', 'Dating Sim', 'Casual', 'Indie', 'Funny', 'Singleplayer', 'Romance', 'Cute', 'Female Protagonist', 'Comedy', 'Memes']",285740
2015,"['Early Access', 'Free to Play', 'Massively Multiplayer', 'Adventure', '2D', 'Sandbox', 'Action', 'Indie', 'RPG', 'Casual', 'Steampunk', 'Survival', 'Crafting', 'Multiplayer']",340810
2015,"['Action', 'Indie', 'RPG', ""Beat 'em up"", 'Illuminati', 'Funny']",307210
2015,['Action'],347154
2015,['Action'],351556
2015,"['Metroidvania', 'Pixel Graphics', 'Indie', 'Adventure', 'Action', 'Platformer', 'Retro', 'Difficult', '2D', 'Great Soundtrack', 'Atmospheric']",350070
2015,"['Action', 'Adventure', 'Indie']",350400
2015,"['Indie', 'Action', 'Puzzle', 'Retro']",346770
2015,"['Early Access', 'Indie', 'Puzzle', 'Horror', 'First-Person']",365290
2013,"['Adventure', 'Indie', 'Visual Novel', 'Simulation', 'Otome', 'Anime', 'Female Protagonist']",362660
2015,"['Strategy', 'Action', 'RPG', 'Casual', 'Simulation', 'Free to Play']",355260
2015,"['Indie', 'Puzzle-Platformer']",365430
2015,"['Early Access', 'God Game', 'Strategy', 'Indie', 'Simulation', 'Casual', 'Singleplayer', 'Survival', 'Open World', 'Sandbox', 'Procedural Generation', 'Resource Management', 'Atmospheric', 'Artificial Intelligence', 'Third Person', 'City Builder', 'Base Building', 'Great Soundtrack', 'Real-Time', 'Tactical']",341710
2015,"['Hidden Object', 'Casual', 'Adventure', 'Puzzle', 'Point & Click', 'Female Protagonist', 'Singleplayer', '2D', 'Fantasy', 'Story Rich', 'Indie', 'Horror', 'Family Friendly', 'Great Soundtrack', 'Atmospheric', 'Mystery']",363330
2015,"['Rhythm', 'Rogue-like', 'Great Soundtrack', 'Pixel Graphics', 'Indie', 'Female Protagonist', 'Dungeon Crawler', 'Difficult', 'Music', 'RPG', 'Local Co-Op', 'Rogue-lite', 'Action', '2D', 'Procedural Generation', 'Adventure', 'Singleplayer', 'Co-op', 'Fantasy', 'Retro']",247080
2015,"['Action', 'RPG', 'Indie']",366080
2004,"['Action', 'Simulation']",352120
2015,"['Indie', 'Adventure', 'RPG', 'Action']",352640
2015,"['Action', 'Adventure', 'Indie', 'Pixel Graphics', 'Platformer', 'Retro']",365340
2015,"['Action', 'Indie', 'Adventure']",358000
2015,"['Action', 'Indie', 'Casual']",360520
2015,"['Strategy', 'Action', 'Indie', 'Casual', 'Simulation']",361520
2015,"['Action', 'Indie', 'Casual', 'World War I', 'Shooter']",364890
2015,"['Animation & Modeling', 'Free to Play', 'Game Development', 'Video Production', 'Design & Illustration', 'Software', 'Singleplayer', 'GameMaker', 'Difficult', 'Action', 'Anime', 'Funny']",365670
2015,"['Strategy', 'RPG', 'Management', 'Fantasy', 'Dungeon Crawler', 'Simulation', 'Comedy', 'RTS', 'Villain Protagonist', 'Multiplayer', 'Singleplayer', 'Competitive', 'Funny', 'Top-Down']",262280
2015,"['RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Rogue-like', 'Rogue-lite', 'Retro']",362090
2015,"['Strategy', 'Action', 'Indie']",358020
2015,"['Action', 'Indie', 'Casual']",366700
2015,"['Design & Illustration', 'Game Development', 'Web Publishing', 'RPGMaker', 'RPG']",362870
1995,"['Casual', 'Education', 'Family Friendly']",363070
1995,"['Casual', 'Education', 'Family Friendly']",363060
1995,"['Casual', 'Family Friendly', 'Education', 'Psychological Horror']",363050
2015,"['Indie', 'Anime', 'Adventure', 'Dragons', 'Platformer', ""Shoot 'Em Up"", '2D', 'Comedy', 'Fantasy', 'Hand-drawn', 'Casual', 'Great Soundtrack', 'Arcade', 'Pixel Graphics', 'Singleplayer', 'Difficult', 'Family Friendly', 'Retro', 'Sci-fi', 'Funny']",351150
2015,"['Action', 'RPG', 'Indie']",359890
2015,"['Simulation', 'Racing', 'Sports', 'Action', 'Casual', 'Indie']",344090
2015,"['Racing', 'Sports', 'Action', 'Indie', 'Casual', 'Simulation']",344070
2015,"['Sports', 'Action', 'Indie', 'Casual', 'Simulation', 'Racing']",344060
2015,"['Action', 'RPG', 'JRPG', 'Adventure', 'Great Soundtrack', 'Action RPG', 'Anime', 'Singleplayer', 'Difficult', 'Fantasy']",312540
2015,"['Strategy', 'Indie', 'Simulation']",338370
2015,"['Casual', 'Simulation', 'Racing', 'Sports', 'Action', 'Indie']",344080
2015,"['Casual', 'Simulation']",342822
2015,"['Casual', 'Simulation']",342823
2015,"['Free to Play', 'Casual', 'Multiplayer', 'Strategy', 'Family Friendly', 'Singleplayer', 'Competitive', 'Indie', 'Massively Multiplayer', 'Violent', 'e-sports', 'Memes', 'Open World']",360870
2015,"['Casual', 'Simulation']",342825
2015,"['Casual', 'Simulation']",342824
2015,"['Strategy', 'RPG', 'Massively Multiplayer', 'Indie']",324300
2015,"['Early Access', 'Simulation', 'Sports', 'Fishing', 'Relaxing', 'Multiplayer']",366290
2015,"['Adventure', 'Indie', 'Action', 'Great Soundtrack']",354260
2015,"['Strategy', 'RPG', 'Indie']",365382
2015,"['RPG', 'Indie', 'Strategy', 'RPGMaker', 'Female Protagonist']",364270
2015,"['Simulation', 'Open World', 'Flight', 'Sandbox', 'Multiplayer', 'Physics', 'Co-op', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR', 'Moddable', 'Adventure']",355341
2013,"['Action', 'Adventure', 'Indie']",345340
2015,"['Casual', 'Indie', 'Education', 'Family Friendly']",353280
2015,"['RPG', 'Indie', 'Casual', 'RPGMaker']",360010
2015,"['Action', 'Indie']",367060
2015,"['RPG', 'Indie']",365220
2015,"['Adventure', 'Indie', 'Action']",349980
2015,"['Indie', 'Simulation', 'Action', 'Adventure']",321380
2015,"['RPG', 'Indie', 'Choose Your Own Adventure', 'Text-Based']",365210
2015,"['Action', 'Indie']",326510
2015,"['Indie', 'Sports', 'Action']",367090
2015,"['Design & Illustration', 'Web Publishing']",356230
2015,"['Design & Illustration', 'Web Publishing']",356231
2015,"['Design & Illustration', 'Web Publishing']",357260
2015,"['Design & Illustration', 'Web Publishing']",357261
2015,"['Design & Illustration', 'Web Publishing']",357262
2015,"['Casual', 'Simulation']",342831
1994,"['Action', 'FPS', 'Classic', ""1990's""]",358310
1993,"['Action', 'FPS', 'Classic', ""1990's""]",358190
2015,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Action', 'Open World', 'Fantasy', 'Adventure', 'Anime', 'Third Person', 'Action RPG', 'Co-op', 'Character Customization', 'Multiplayer', 'PvP', 'Hack and Slash', 'PvE', 'Cute', 'Controller', 'Nudity']",323370
2015,"['Action', 'Indie']",367660
2015,"['Massively Multiplayer', 'Adventure', 'Free to Play', 'RPG', 'Action']",326621
2015,"['RPG', 'Massively Multiplayer', 'Action', 'Adventure', 'Free to Play']",326624
2015,"['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Free to Play']",326622
2015,"['RPG', 'Massively Multiplayer', 'Action', 'Adventure', 'Free to Play']",326623
2015,"['Indie', 'Casual', 'Simulation', 'Strategy', 'RPG', 'Grand Strategy', 'Great Soundtrack', 'Action', 'Adventure', '4X']",365420
2015,['Adventure'],368190
2014,"['Casual', 'Action']",363200
2015,"['Indie', 'Adventure', 'Music', 'Great Soundtrack', 'Puzzle-Platformer', '3D Platformer']",317940
2015,"['Adventure', 'Indie']",368550
2015,"['Adventure', 'Indie', 'Horror', 'Psychological Horror', 'First-Person', 'Walking Simulator']",359040
2015,['Indie'],362630
2015,"['Indie', 'Simulation', 'Anime', 'Puzzle']",320090
2015,"['Simulation', 'Indie']",347212
2015,"['Adventure', 'Visual Novel', 'Female Protagonist', 'Anime', 'Cyberpunk', '2D', 'Hacking']",369120
2014,"['Sports', 'Golf', 'Indie', 'Steampunk', 'Mini Golf', 'Local Multiplayer', 'Singleplayer', 'Multiplayer', 'Dystopian', 'Psychological Horror']",272890
2015,"['Adventure', 'Action', 'Simulation', 'Classic', 'Space', 'Point & Click']",364800
2015,"['Simulation', 'Action', 'Adventure', 'FMV', 'Space', 'Sci-fi']",364810
2011,"['Simulation', 'Driving']",362780
2015,"['Casual', 'Word Game']",362790
2015,"['Visual Novel', 'Indie', 'Casual', 'Anime', 'Female Protagonist', 'Nudity']",358770
2015,"['Strategy', 'Indie', 'Simulation', 'Puzzle', 'Turn-Based']",347790
2015,"['Indie', 'Casual']",369340
2015,"['Indie', 'Puzzle', 'Strategy', 'Adventure', 'Casual', '2D', 'Building', 'Singleplayer', 'Physics', 'Family Friendly', 'Anime', 'Touch-Friendly', 'Comedy', 'Simulation', ""Shoot 'Em Up"", 'Difficult', 'Funny', 'Sandbox', 'Shooter', 'Exploration']",360380
2015,"['Sports', 'Simulation', 'Pool']",336150
2015,"['Indie', 'Casual', 'Action', 'Rhythm', 'Music', 'Great Soundtrack', 'Colorful', 'Platformer']",357720
2015,"['Racing', 'Action', 'Indie', 'Platformer', 'Multiplayer']",285820
2015,"['Action', 'Indie', 'Racing']",368350
2015,"['Simulation', 'Management']",354820
2015,"['Football', 'Movie', 'Comedy', 'Soccer', 'Gaming']",361220
2015,"['Adventure', 'Indie', 'Racing']",346130
2015,['Action'],354425
2015,['Action'],347150
2015,['Simulation'],343953
2015,"['Action', 'Adventure', 'RPG', 'Indie']",369350
2015,"['Pirates', 'Naval', 'Adventure', 'RPG', 'Sandbox', 'Indie', 'Multiplayer', 'Action', 'Trading', 'Open World', 'Co-op', 'Strategy', 'Procedural Generation', 'Singleplayer', 'Sailing', 'Atmospheric', 'Exploration', 'MMORPG', 'Economy', 'Choose Your Own Adventure']",326410
2015,"['Strategy', 'Space', 'Indie', 'Turn-Based Strategy', 'Multiplayer', 'Turn-Based', 'Singleplayer', 'Sci-fi', 'Physics', '4X']",278910
2015,"['Bullet Hell', 'Free to Play', 'Anime', 'Indie', ""Shoot 'Em Up"", 'Difficult', 'Great Soundtrack', 'Singleplayer', 'Shooter', 'Female Protagonist', '2D', 'Action']",368950
2015,"['Indie', 'Action', '4 Player Local', 'Local Co-Op', 'Multiplayer', 'Local Multiplayer', 'Platformer', 'Co-op', 'Adventure', 'Controller', '2D', '2D Fighter', 'Fighting']",337840
2015,"['Adventure', 'RPG', 'Indie', 'Casual']",366710
2015,"['Action', 'Indie', 'Platformer']",366460
2015,"['Action', 'Adventure', 'Indie', 'Casual', 'Simulation']",368910
2015,"['Action', 'Adventure', 'Indie']",368920
2015,"['Clicker', 'Free to Play', 'Casual', 'Singleplayer', 'Indie', '2D', 'RPG', 'Adventure', 'Funny', 'Fantasy', 'Simulation', 'Strategy', 'Multiplayer', 'Family Friendly', 'Action', 'Touch-Friendly', 'Illuminati', 'Management', 'Co-op', 'Massively Multiplayer']",363970
2015,"['Action', 'Indie']",368440
2015,"['Indie', 'Adventure', 'First-Person', 'Platformer']",369640
2015,"['Strategy', 'Space', 'Turn-Based Strategy', '4X', 'Sci-fi', 'Turn-Based', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Simulation', 'Moddable', 'Exploration', 'Replay Value', 'Hex Grid', 'Open World', 'Indie', 'Lore-Rich', 'Adventure', 'Sandbox', 'Management']",226860
2015,"['Nudity', 'Mature', 'Indie', 'Adventure', 'Anime', 'Visual Novel', 'Sexual Content', 'Blood', 'Psychological', 'Dystopian', 'Dark', 'Atmospheric', 'Story Rich', 'First-Person', 'Based On A Novel', 'Psychological Horror', 'Realistic', 'Experimental', 'Historical', 'Cult Classic']",371120
2015,"['Simulation', 'Trains', 'Driving', 'Multiplayer', 'Building', 'Open World', 'Realistic', 'Singleplayer']",315660
2015,"['Action', 'Indie']",369430
2015,"['Casual', 'Adventure', 'Indie', 'Hidden Object', 'Point & Click']",359260
2015,"['Simulation', 'Action', 'Indie', 'Puzzle', 'Level Editor', 'Great Soundtrack', 'Physics', 'Space']",330660
2015,"['Action', 'Indie', 'Simulation', 'Survival', 'Difficult', 'Robots', '2D Fighter']",371400
2015,"['Adventure', 'Indie', 'RPG', 'Point & Click', 'Pixel Graphics']",338420
2015,"['RPG', 'JRPG', 'Indie', 'Turn-Based', 'RPGMaker']",371370
2015,"['Casual', 'Simulation', 'Strategy', 'Indie']",371710
2015,"['Action', 'Adventure', 'Indie']",322700
2015,"['Action', 'Adventure', 'Indie', 'Great Soundtrack', '2D', 'Sci-fi', 'Puzzle-Platformer']",323650
2015,"['Action', 'Indie', 'Casual']",370401
2011,"['Free to Play', 'Strategy', 'Action', 'Mod', 'World War II', 'War', 'Multiplayer']",342370
2015,"['Adventure', 'Indie', 'RPG', 'Post-apocalyptic', 'Pixel Graphics', 'Retro', 'Survival']",367110
2015,['Indie'],369410
2015,"['Early Access', 'Action', 'Indie', 'Third-Person Shooter', 'Multiplayer', 'Tactical', 'Shooter']",293220
2015,"['Casual', 'Simulation']",342837
2015,"['Casual', 'Simulation']",342839
2015,"['Casual', 'Simulation']",342838
2015,"['Casual', 'Simulation']",342841
2015,"['Action', 'Adventure', 'GameMaker', 'FPS', 'Game Development', 'Software', 'Design & Illustration', 'Utilities', 'Animation & Modeling', 'Education', 'Software Training']",365520
2015,"['Casual', 'Simulation']",342840
2015,"['Casual', 'Simulation']",342836
2015,"['Action', 'Indie', 'Stealth']",368320
2015,"['Indie', 'Stealth', 'Cyberpunk', 'First-Person', 'Action', 'Female Protagonist', 'Story Rich', 'Great Soundtrack', 'Singleplayer']",310740
2015,"['Action', 'Indie']",341790
2015,"['Action', 'RPG', 'Indie', 'Top-Down', 'Twin Stick Shooter', ""Shoot 'Em Up"", 'Top-Down Shooter', 'Arcade', 'Arena Shooter', 'Fast-Paced', 'Loot', 'Controller', 'Rogue-lite', 'Rogue-like']",346340
2015,"['Action', 'Bullet Hell', 'Indie']",365860
2015,"['Visual Novel', 'Indie', 'Casual', 'Adventure', 'Anime', 'Mystery', 'Short']",363410
2015,"['Indie', 'Action', '4 Player Local', 'Local Multiplayer', 'Local Co-Op', 'Pixel Graphics']",352620
2015,"['Action', 'Indie', 'Zombies']",364100
2015,"['Early Access', 'Adventure', 'Action', 'Indie', 'Pixel Graphics', 'Dungeon Crawler', 'Retro']",362940
2015,"['Early Access', 'Indie', 'Action', 'Adventure', 'RPG', 'Rogue-like', 'Horror']",366060
2015,['Simulation'],277775
2015,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'Indie', 'First-Person', 'Building', 'Sandbox', 'Voxel', 'Character Customization', 'Pixel Graphics', 'Open World', 'Zombies', 'Destruction', 'Gun Customization', 'Massively Multiplayer', 'Walking Simulator', 'Singleplayer', 'Great Soundtrack', 'Level Editor']",263060
2015,"['Early Access', 'Strategy', 'Action', 'Indie', 'Multiplayer', 'Robots', 'Psychological']",346970
2015,"['Indie', 'Casual']",361620
2015,"['Action', 'Racing']",371070
2015,"['Free to Play', 'MOBA', 'Multiplayer', 'Action', 'Strategy', 'RPG', 'RTS', 'Co-op', 'Massively Multiplayer', 'Fantasy', 'Online Co-Op', 'Adventure', 'Casual', 'MMORPG', 'PvP', 'Open World', 'Survival', 'Singleplayer', 'Team-Based', 'Zombies']",339280
2015,"['RPG', 'Action', 'Adventure', 'Indie', 'Hack and Slash', 'Action RPG', 'Co-op', 'Singleplayer', 'Isometric', 'Multiplayer']",359900
2015,"['Strategy', 'Indie', 'Adventure', 'RTS', 'Free to Play', 'Base Building', '2D', 'Building', 'Pixel Graphics', 'Classic']",370070
2015,"['Survival', 'Post-apocalyptic', 'Singleplayer', 'Strategy', 'Simulation', 'Dark Humor', 'Adventure', 'Funny', 'Indie', 'Comedy', 'Casual', 'Point & Click', 'Choices Matter', 'Action', 'Difficult', 'Dark Comedy', 'War', 'Atmospheric', 'Rogue-like', 'Horror']",368360
2015,"['Racing', 'Arcade', 'Multiplayer', 'Historical', 'Action', 'Rome', 'Adventure', 'Mystery', 'War', 'Arena Shooter', 'Story Rich']",365460
2015,"['Action', 'Horror', 'First-Person']",359930
2015,"['Racing', 'Sports', 'Indie', 'Family Friendly', 'Simulation', 'Psychological Horror']",371420
2014,"['Adventure', 'Indie', 'Casual', 'Choose Your Own Adventure', 'Interactive Fiction', 'Time Travel', 'Sci-fi']",373140
2015,"['RPG', 'Indie', 'Strategy', 'Female Protagonist', 'RPGMaker', 'Story Rich']",370040
2015,"['Action', 'RPG', 'Adventure', 'Dungeon Crawler', 'Loot', 'Rogue-like']",359280
2015,"['Indie', 'Action', 'Adventure', 'Difficult', 'Pixel Graphics']",371550
2015,"['Early Access', 'Indie', 'Casual']",339560
2015,"['Casual', 'Simulation']",342844
2015,"['Casual', 'Simulation']",342845
2015,"['Indie', 'Adventure', 'Action', '2D', 'Platformer', 'Local Co-Op', 'Multiplayer', 'Co-op', 'Puzzle-Platformer', 'Puzzle', 'Atmospheric', 'Difficult', 'Casual']",269670
2015,"['Anime', 'Nudity', 'JRPG', 'Action', 'RPG', 'Adventure', 'Open World', 'Cute', 'Mature', 'Singleplayer', 'Vampire', 'Casual', ""Beat 'em up"", 'Comedy', 'Visual Novel', 'Female Protagonist', 'Dating Sim', 'Funny', 'Sexual Content', 'Great Soundtrack']",333980
2015,"['Action', 'Adventure', 'Indie']",367210
2015,"['Action', 'Indie']",326310
2015,"['Action', 'Indie']",373090
2015,"['Action', 'Indie']",358800
2015,"['Action', 'Indie', 'Simulation']",358880
2015,"['Indie', 'Action', ""Shoot 'Em Up"", 'Retro', 'Local Multiplayer', 'Casual', 'Local Co-Op', '2D', 'e-sports', 'Bullet Hell']",357890
2015,"['Adventure', 'Indie', 'Casual']",374750
2015,"['Dinosaurs', 'Simulation', 'Hunting', 'Open World', 'Indie', 'Survival', 'Singleplayer', 'First-Person', 'Action', 'Shooter', 'FPS']",293520
2015,"['Adventure', 'Indie', 'Point & Click', 'Puzzle']",359190
2012,"['Adventure', 'Indie', 'Casual', 'Simulation', 'Visual Novel', 'Otome']",356540
2013,"['Indie', 'Adventure', 'Demons', 'Dark Humor', 'Satire', 'Puzzle', 'Atmospheric', 'Dark', 'Conspiracy', 'Pixel Graphics', 'Horror', 'Conversation', 'Comedy']",363500
2015,"['Indie', 'Casual', 'Strategy']",317920
2015,"['Simulation', 'Indie', 'Puzzle', 'Space', 'Physics']",278440
2015,"['Atmospheric', 'Puzzle', 'Exploration', 'Indie', 'First-Person', 'Adventure', 'Mystery', 'Horror', 'Great Soundtrack', 'Singleplayer', 'Walking Simulator', 'Short', 'Psychological Horror']",244910
2015,"['Action', 'Indie', 'Top-Down Shooter', 'Difficult', 'Rogue-like', 'Shooter', 'Rogue-lite', 'Twin Stick Shooter', 'Singleplayer', 'Procedural Generation', ""Shoot 'Em Up""]",345080
2015,"['Early Access', 'Strategy', 'Action', 'Multiplayer', 'Competitive', 'Singleplayer', 'Indie', 'Mechs', 'RTS']",305510
2015,"['Strategy', 'Indie', 'Casual', 'Tower Defense']",366210
2015,"['Adventure', 'Indie', 'Point & Click', 'Great Soundtrack', 'Atmospheric', 'Mature', 'Noir', 'Detective', '2D', 'Episodic', 'Story Rich']",358120
2015,"['Strategy', 'RPG', 'Simulation']",284441
2015,"['Indie', 'Simulation', 'Management']",375180
2015,"['Animation & Modeling', 'Game Development', 'Tutorial', 'Gaming']",373020
2015,"['Action', 'Arcade', '1980s', ""Beat 'em up"", 'Retro', 'Pixel Graphics', 'Singleplayer', 'Great Soundtrack', 'Indie', '2D', 'Comedy', 'Gore', 'Difficult']",373180
2013,"['Sports', 'Simulation', 'Strategy', 'Casual']",371850
2015,"['Indie', 'Action']",346490
2015,"['Casual', 'Free to Play']",372440
2015,"['Action', 'Strategy', 'Hack and Slash']",350310
2015,"['Strategy', 'Action', 'RPG', 'Casual', 'Simulation', 'Free to Play']",369503
2015,"['Strategy', 'Action', 'RPG', 'Casual', 'Simulation', 'Free to Play']",369502
2015,"['RPG', 'RPGMaker']",373440
2015,"['Indie', 'Platformer', 'Difficult', '2D']",357280
2015,"['RPG', 'Indie', 'RPGMaker', 'Adventure', 'Action', 'Strategy', 'Simulation', 'Survival', 'Post-apocalyptic', 'Survival Horror', 'Open World', 'Atmospheric', 'Realistic', 'Turn-Based Combat', 'Action RPG', 'Choose Your Own Adventure', 'Great Soundtrack', '2D']",371100
2015,"['Adventure', 'RPG', 'Indie']",357090
2015,"['Early Access', 'Simulation', 'Driving', 'Destruction', 'Physics', 'Realistic', 'Racing', 'Open World', 'Sandbox', 'Moddable', 'Singleplayer', 'Funny', 'First-Person', 'Third Person', 'Action', 'Multiplayer', 'Adventure', 'Casual', 'Free to Play', ""Beat 'em up""]",284160
2015,"['Adventure', 'Point & Click', 'Indie', 'Time Travel', 'Story Rich', 'Atmospheric', 'Casual', 'Puzzle', '2D', 'Sci-fi', 'Singleplayer', 'Short', 'Great Soundtrack', 'Third Person', 'Post-apocalyptic', 'Action', 'Survival', 'Mystery']",352520
2015,"['Action', 'Indie', 'Arcade', ""Shoot 'Em Up""]",343340
2015,['Simulation'],364323
2015,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Simulation']",371350
2015,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Simulation']",374660
2015,"['Indie', 'Simulation', 'Action', 'Flight']",341680
2015,"['Indie', 'Casual', 'Action']",351450
2015,"['Strategy', 'Turn-Based', 'Indie', 'Tactical', 'Turn-Based Tactics', 'Fantasy', 'Singleplayer', 'Kickstarter', 'RPG']",246110
2015,"['Gore', 'Violent', 'Action', 'Dark', 'Mature', 'Shooter', 'Indie', 'Isometric', 'Singleplayer', 'Villain Protagonist', 'Twin Stick Shooter', 'Open World', 'Psychological Horror', 'Horror', 'Third-Person Shooter', 'Dark Humor', 'Top-Down Shooter', 'Survival', 'Difficult', 'Dark Fantasy']",341940
2015,"['Early Access', 'Strategy', 'Simulation', 'Sports', 'Turn-Based', 'Management', 'Turn-Based Tactics', 'Indie', 'Soccer', 'Football']",375530
2015,"['Early Access', 'Massively Multiplayer', 'Action', 'Simulation', 'Space', 'Sci-fi', 'Adventure', 'Indie', 'Space Sim', 'Economy']",368720
2015,"['Action', 'Adventure', 'Indie']",376160
2015,"['Massively Multiplayer', 'Casual', 'Simulation', 'Card Game', 'Gambling', 'Free to Play', 'Multiplayer', 'Character Customization', 'Indie', 'Relaxing', 'Third Person', 'Replay Value', 'War']",260430
2015,"['RPG', 'Indie', 'RPGMaker', 'Retro', 'Turn-Based', 'JRPG', 'Pixel Graphics', '2D', 'Singleplayer', 'Open World', 'Choices Matter', 'Fantasy', 'Story Rich', 'Character Customization', 'Medieval', 'Great Soundtrack', 'Classic', 'Class-Based', 'Nonlinear', 'Multiple Endings']",359440
2015,['Simulation'],360020
2015,"['Story Rich', 'Action', 'Atmospheric', 'Realistic', 'Shooter', 'Survival', 'First-Person', 'Open World', 'Multiplayer', 'Sandbox', 'Family Friendly', 'Comedy', 'Building', 'Co-op', 'Zombies', 'Adventure', 'Simulation', 'RPG', 'Indie', 'Crafting']",278970
2015,['Simulation'],352182
2015,"['Early Access', 'Sports', 'Action', 'Indie', 'Football', 'Horror', 'Soccer']",356510
2015,"['Action', 'Adventure', 'RPG', 'Indie']",359530
2015,"['Strategy', 'Simulation', 'Tactical', 'Singleplayer', 'RTS', 'Education']",339210
2015,"['Action', 'Indie', 'Platformer', 'Zombies']",358840
2015,"['Indie', 'Adventure', 'Platformer', 'Casual', 'Singleplayer', 'Strategy', 'Puzzle', 'Anime', ""Shoot 'Em Up"", 'Arcade', 'Difficult', 'Family Friendly']",371670
2015,"['RPG', 'Indie', 'Dungeon Crawler', 'Pixel Graphics', 'Rogue-like', 'Singleplayer', 'Casual', '2D']",368610
2015,['Simulation'],364325
2015,"['Early Access', 'City Builder', 'Sandbox', 'Building', 'Strategy', 'Survival', 'Simulation', 'Voxel', 'Crafting', 'Indie', 'Singleplayer', 'Open World', 'RPG', 'Cute', 'Management', 'Fantasy', 'Adventure', 'God Game', 'RTS', 'Multiplayer']",253250
2015,"['Strategy', 'Simulation', 'Sports', 'Indie']",375890
