,release_date,genres,id
96380,2016,"['Illuminati', 'Hacking', 'Open World', 'Parkour', 'Action', 'Stealth', 'Third Person', 'Multiplayer', 'Shooter', 'Crime', 'Singleplayer', 'Third-Person Shooter', 'Adventure', 'Co-op', 'Sexual Content', 'Comedy', 'Mature', 'Atmospheric', 'Cute', 'Gore']",447040
96381,2016,"['Action', 'Adventure']",525013
96382,2016,"['Simulation', 'Casual']",517300
96385,2016,"['Indie', 'Casual']",562600
96387,2016,"['Strategy', 'Indie', 'Casual', 'Card Game']",556190
96388,2016,"['Simulation', 'Strategy']",547501
96389,2016,"['Simulation', 'Strategy']",547500
96390,2016,"['Simulation', 'Strategy', 'Destruction', 'City Builder', 'Singleplayer']",515191
96391,2016,"['Free to Play', 'RPG', 'Anime', 'Massively Multiplayer', 'Adventure', 'MMORPG', 'Fantasy', 'Open World', 'Nudity', 'Sexual Content', 'Multiplayer', 'Action']",384030
96392,2016,"['Racing', 'Action', 'Massively Multiplayer']",512350
96393,2016,['Simulation'],502430
96394,2016,['Simulation'],448208
96395,2016,"['Adventure', 'Casual', 'Hidden Object']",560230
96396,2017,"['Action', 'Massively Multiplayer', 'Indie', 'Sports', 'Casual', 'Simulation']",562700
96397,2016,"['Simulation', 'Strategy', 'Casual', 'City Builder', 'Medieval']",486540
96399,2016,"['Sports', 'Racing', 'Action', 'Indie', 'Simulation', 'Arcade', 'Singleplayer', 'Multiplayer', '4 Player Local', 'Atmospheric']",468100
96400,2016,"['Early Access', 'Indie', 'Casual', 'RPG']",512170
96402,2016,"['Strategy', 'Adventure', 'Indie']",422190
96403,2016,['Strategy'],563200
96406,2016,"['Indie', 'Casual', 'Simulation', 'Sports', 'Strategy', 'Free to Play']",553074
96407,2016,"['Strategy', 'RPG', 'Indie']",560090
96408,2016,"['Strategy', 'RPG', 'Indie']",560360
96409,2016,"['Strategy', 'RPG', 'Indie']",560110
96410,2016,"['Action', 'Free to Play']",557290
96412,2016,"['Strategy', 'RPG', 'Indie']",563920
96413,2016,"['Sandbox', 'Adventure', 'Survival', 'Indie', 'Crafting', '2D', 'Multiplayer', 'Action', 'Building', 'Pixel Graphics', 'Open World', 'Co-op']",414190
96414,2016,"['Action', 'Adventure', 'RPG', 'Indie', 'Anime', 'Female Protagonist', 'Metroidvania', 'Side Scroller', 'Platformer', ""Beat 'em up"", 'Exploration', 'Hack and Slash', 'Controller', 'Action RPG', 'Puzzle-Platformer']",511010
96415,2016,"['Board Game', 'Simulation', 'Free to Play', 'Strategy', 'Multiplayer', 'RPG', 'Indie', 'Casual']",402560
96416,2016,"['Early Access', 'Strategy', 'Indie', 'Casual', 'Simulation', 'Physics', 'Puzzle', 'Singleplayer', '3D Platformer']",562430
96417,2016,"['Strategy', 'Indie', 'Pixel Graphics', 'Stealth']",500690
96418,2016,['Simulation'],434068
96419,2016,"['Adventure', 'Indie', 'Casual', 'RPG', 'RPGMaker']",550420
96420,2016,"['Free to Play', 'Casual', 'Indie', 'Local Multiplayer', 'Multiplayer', 'Stealth']",549090
96421,2016,"['RPG', 'Fantasy', 'Real-Time with Pause', 'Tactical RPG', 'Kickstarter', 'Adventure', 'Singleplayer', 'Open World', 'Great Soundtrack', 'Story Rich', 'Multiplayer']",403970
96422,2014,"['Action', 'Indie', 'Casual', 'Puzzle', 'Arcade', '2D', 'Atmospheric', 'Singleplayer', 'Dark', 'Dark Fantasy', 'Match 3']",550450
96423,2016,"['RPG', 'Indie', 'Adventure', 'Pixel Graphics', '2D', 'Funny', 'Retro', 'Parody', 'Mouse only', 'Story Rich', 'Exploration', 'Fantasy', 'Open World', 'Singleplayer', 'Touch-Friendly', 'Choices Matter', 'Magic']",407880
96424,2016,['Strategy'],536741
96425,2016,"['Sports', 'Open World', 'Multiplayer', 'Action', 'Simulation', 'Atmospheric', 'Exploration', 'Great Soundtrack', 'First-Person', 'Adventure', 'Racing', 'Co-op', 'Singleplayer', 'Third Person', 'Sandbox', 'Realistic', 'Casual', 'VR', 'Massively Multiplayer', 'FPS']",460920
96426,2016,"['Indie', 'Casual', 'Simulation']",563283
96427,2016,"['Sports', 'Wrestling', 'Management']",529700
96428,2016,"['RPG', 'Pixel Graphics', 'Rogue-like', 'Dungeon Crawler', 'Indie', 'Action', 'Rogue-lite', 'Hack and Slash', 'Adventure', '2D', 'Singleplayer', 'Bullet Hell', 'Procedural Generation', 'Perma Death', 'Top-Down', 'GameMaker']",383230
96430,2016,"['Action', 'Adventure', 'RPG', 'Indie']",463630
96431,2016,"['Casual', 'Action', 'Indie', 'Puzzle', 'Platformer', '3D Platformer', 'Puzzle-Platformer']",541410
96432,2016,"['Indie', 'Casual', 'Simulation']",563285
96433,2016,"['Adventure', 'Indie', 'Point & Click', 'Stylized', 'Cartoony', 'Puzzle', 'Great Soundtrack', 'Hand-drawn', '2D', 'Cute', 'Atmospheric', 'Story Rich', 'Comedy', 'Family Friendly', 'Colorful', 'Relaxing']",555290
96434,2016,"['Action', 'Indie']",517960
96435,2016,"['Adventure', 'Casual', 'Hidden Object']",514720
96436,2016,"['Action', 'Indie', 'Casual']",565070
96438,2016,"['Early Access', 'Adventure', 'Simulation', 'Survival', 'Exploration', 'First-Person', 'Open World', 'Realistic']",440450
96439,2016,"['Action', 'Adventure', 'Indie', 'Fantasy', 'Magic', 'Action-Adventure', 'Atmospheric']",547090
96440,2016,"['Indie', 'Adventure', 'Horror', 'Puzzle', 'Atmospheric', 'Action', 'First-Person', 'Action-Adventure', 'Dystopian', 'Cute']",545150
96441,2016,"['Strategy', 'Casual', 'Card Game']",561680
96442,2016,"['Action', 'Indie', 'Casual', 'Great Soundtrack', 'Singleplayer', ""Shoot 'Em Up"", 'Top-Down Shooter', 'Replay Value', 'Top-Down', 'Bullet Hell', 'Score Attack', 'Family Friendly', 'Arena Shooter', 'Controller', 'Soundtrack', 'Flight', 'Sci-fi', 'Pixel Graphics', 'Retro', 'Difficult']",548700
96443,2016,"['Strategy', 'Adventure', 'Indie']",422193
96444,2016,"['Casual', 'Adventure', 'Action']",545860
96445,2016,"['Free to Play', 'Adventure', 'Action', 'Indie', 'Female Protagonist', 'Puzzle-Platformer']",529770
96446,2016,"['Free to Play', 'Cute', 'Indie', 'Casual', 'Platformer', 'Adventure', '2D', 'Survival', 'Family Friendly', 'Funny', 'Multiplayer', 'Difficult', 'Puzzle']",513450
96447,2016,"['Indie', 'Casual']",556570
96448,2016,"['RPG', 'Naval', 'Adventure', 'Pirates', 'Open World', 'Difficult', 'Swordplay', 'Economy', 'Exploration', 'Cult Classic', 'Choices Matter', 'Choose Your Own Adventure', 'Historical', 'Atmospheric', '6DOF', 'Sailing', 'Crafting', 'Trading', 'Fighting', 'Story Rich']",452521
96449,2016,['Action'],563880
96451,2016,"['RPG', 'Indie', 'Casual', 'Adventure', 'Strategy', 'Free to Play', 'Simulation']",565261
96452,2016,"['Movie', 'Sci-fi', 'Action', 'Classic']",565560
96453,2016,"['Movie', 'Sci-fi', 'Action-Adventure', 'Classic']",565570
96454,2016,"['Movie', 'Sci-fi', 'Action', 'Classic']",565580
96456,2016,"['Movie', 'Sci-fi', 'Action', 'Classic']",565590
96457,2016,"['Action', 'Fighting', '2D Fighter', 'Arcade']",366240
96458,2016,['Design & Illustration'],562510
96459,2016,"['Simulation', 'Racing', 'Sports']",515120
96460,2016,"['Indie', 'Casual', 'Simulation']",565350
96461,2016,"['Action', 'Indie', 'Racing', 'Zombies']",565340
96462,2016,"['Adventure', 'Indie', 'Point & Click', 'Funny', 'Satire', 'Comedy']",488770
96463,2016,['Simulation'],448209
96464,2016,"['Early Access', 'Sports', 'Simulation']",529020
96465,2016,['Simulation'],512310
96466,2016,['Simulation'],513093
96467,2016,['Simulation'],523530
96468,2016,['Simulation'],523531
96469,2016,['Simulation'],523533
96470,2016,['Simulation'],523534
96471,2016,"['Early Access', 'Simulation', 'Strategy', 'Indie', 'Sandbox', 'City Builder', 'Medieval']",459880
96472,2016,['Simulation'],523532
96474,2016,"['Strategy', 'Adventure', 'Indie']",422200
96477,2016,['Simulation'],494521
96479,2016,"['Racing', 'Sports', 'Action', 'Indie']",457162
96480,2016,"['Indie', 'Strategy', 'Multiplayer', 'RTS']",388900
96482,2016,"['Adventure', 'Casual', 'Hidden Object']",497020
96483,2016,"['Indie', 'Casual', 'Horror', 'Adventure', 'Action', 'Puzzle', 'Simulation']",550310
96484,2016,"['Casual', 'Action', 'Indie', 'Puzzle', 'Puzzle-Platformer']",562520
96486,2016,"['Indie', 'Adventure', 'Experimental', 'Exploration']",495760
96487,2016,"['Strategy', 'RPG', 'Indie']",558540
96488,2016,"['Strategy', 'RPG', 'Indie']",566480
96489,2016,"['Strategy', 'RPG', 'Indie']",567230
96490,2016,"['Strategy', 'RPG', 'Indie']",565500
96491,2016,"['Strategy', 'RPG', 'Indie']",555030
96492,2016,"['Strategy', 'RPG', 'Indie']",555740
96493,2016,"['Strategy', 'RPG', 'Indie']",556670
96494,2016,"['Strategy', 'RPG', 'Indie']",561900
96495,2016,"['Strategy', 'RPG', 'Indie']",561330
96496,2014,"['RPG', 'Card Game', 'Rogue-like']",557410
96497,2016,"['Action', 'Indie']",566280
96498,2016,"['Action', 'Indie']",566260
96499,2016,"['Anime', 'Dating Sim', 'Sexual Content', 'Visual Novel', 'Nudity', 'Cute', 'Adventure', 'Story Rich']",552280
96500,2016,"['RPG', 'Zombies', 'RPGMaker']",497240
96502,2016,"['Early Access', 'Strategy', 'Action', 'Indie', 'Casual', 'Simulation']",555850
96504,2016,"['Massively Multiplayer', 'Indie', 'Simulation', 'Action', 'Adventure']",547630
96505,2016,"['Indie', 'RPG']",560582
96506,2016,"['Indie', 'RPG']",560581
96507,2016,"['RPG', 'Indie']",560580
96508,2016,"['Action', 'Indie', 'Casual']",567070
96509,2015,"['Adventure', 'Visual Novel']",560790
96510,2016,"['Indie', 'Casual', 'Puzzle', 'Atmospheric', 'Singleplayer']",535000
96511,2016,"['Casual', 'Indie', 'Puzzle']",567020
96512,2016,['Casual'],566930
96513,2016,"['Strategy', 'Indie']",492690
96514,2016,['Casual'],566940
96515,2016,"['Sexual Content', 'Casual', 'RPG', 'VR']",563760
96516,2016,"['Indie', 'Casual', 'Puzzle']",560200
96517,2016,"['Adventure', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports', 'Strategy']",565323
96518,2016,"['Action', 'Indie', 'Casual', 'Great Soundtrack', 'Platformer']",567280
96519,2016,"['Strategy', 'Adventure', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",565324
96520,2016,"['Indie', 'Casual', 'Simulation']",563280
96521,2016,"['Free to Play', 'Strategy', 'Action']",566390
96522,2016,"['Action', 'Adventure', 'Indie', 'Casual']",569190
96523,2016,"['Strategy', 'Adventure', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",565322
96524,2016,"['Casual', 'Action', 'Indie']",534320
96525,2016,"['Casual', 'Indie', 'Puzzle', '2D', 'Relaxing', 'Physics', 'Minimalist', 'Singleplayer', 'Short']",569410
96526,2016,"['RTS', 'Historical', 'Real-Time', 'Multiplayer', 'Strategy', 'City Builder', 'Resource Management', 'Replay Value', 'Base Building', 'Competitive', 'Tactical']",565040
96527,2016,"['Casual', 'Adventure', 'Indie']",412290
96528,2016,"['Indie', 'Casual']",568710
96529,2016,"['Action', 'Shooter', 'FPS', 'Zombies', 'Competitive', 'Co-op', 'Indie', 'Multiplayer']",350600
96530,2016,"['Casual', 'Indie', 'Music', 'Rhythm']",567980
96531,2016,"['Indie', 'Casual']",567860
96532,2016,"['Casual', 'Indie', 'Hidden Object', 'Singleplayer', 'Point & Click', 'Mouse only', 'Puzzle', 'Detective', 'Crime', 'Female Protagonist', 'Family Friendly', 'Magic', 'Mystery']",563320
96533,2016,"['Free to Play', 'Sports', 'Massively Multiplayer', 'Casual', 'Simulation']",542940
96534,2016,"['Strategy', 'Simulation', '2D', 'Singleplayer']",536890
96535,2016,"['Free to Play', 'Adventure', 'RPG', 'RPGMaker']",559990
96536,2016,['Simulation'],555080
96537,2016,"['Casual', 'Simulation']",509679
96538,2016,"['Casual', 'Simulation']",509682
96539,2016,"['Casual', 'Simulation']",509680
96540,2016,"['Casual', 'Simulation']",509681
96541,2016,"['Adventure', 'Indie', 'Casual']",561000
96542,2016,"['Simulation', 'Racing', 'Sports']",464320
96544,2016,['Simulation'],434069
96545,2016,"['Action', 'Gore', 'Violent', 'Indie', 'Co-op']",463791
96546,2016,['Adventure'],545490
96549,2016,"['Massively Multiplayer', 'Free to Play', 'RPG', 'Adventure', 'MMORPG', 'Third Person', 'Open World']",523190
96550,2016,['Simulation'],536573
96554,2016,"['Strategy', 'Simulation', 'World War II']",530760
96555,1997,"['RPG', 'Classic']",559640
96556,2016,"['Free to Play', 'RPG', 'Clicker']",251450
96557,2016,"['Early Access', 'Strategy', 'Action', 'RTS', 'Aliens', 'Indie']",563490
96558,2016,"['Action', 'Indie', 'Casual']",567050
96559,2016,"['Early Access', 'Strategy', 'Simulation', 'Indie', 'City Builder']",538990
96560,2016,"['Indie', 'Soundtrack']",571190
96561,2016,"['Adventure', 'Indie', 'Point & Click']",551840
96563,2016,"['Action', 'Violent', 'RPG']",548421
96564,2016,"['Indie', 'Casual', 'Card Game']",570490
96565,2016,"['Action', 'Violent', 'RPG']",548422
96566,2016,"['Indie', 'Adventure']",557790
96567,2016,"['Adventure', 'Indie']",571010
96569,2016,"['Strategy', 'Indie', 'Simulation', 'RTS', 'Multiplayer', 'Singleplayer', 'Pixel Graphics', 'Action', 'Great Soundtrack', 'Co-op', 'Sci-fi', 'Local Multiplayer', 'Online Co-Op', 'Retro', 'Aliens', 'Voxel', 'War', 'Military', 'PvP']",531680
96570,2016,"['Strategy', 'RPG', 'Indie']",563900
96571,2016,"['Strategy', 'RPG', 'Indie']",566510
96572,2016,"['Strategy', 'RPG', 'Indie']",565460
96573,2016,"['Strategy', 'RPG', 'Indie']",569950
96577,2016,"['Casual', 'Indie', 'Hidden Object', 'Puzzle', 'Point & Click', 'Mouse only', 'Magic', 'Atmospheric', 'Singleplayer', 'Mystery', 'Crime', 'Female Protagonist']",563340
96578,2016,"['Adventure', 'Indie', 'Music']",559950
96579,2016,"['Racing', 'Indie', 'RPG', 'Simulation', 'Clicker']",567000
96581,2009,"['Indie', 'Casual', 'Simulation', 'Racing', 'Sports', 'Action']",569010
96582,2015,"['Movie', 'Comedy']",541600
96583,2016,"['Indie', 'Casual', 'Strategy', 'Crafting', 'Space', 'Robots', 'Singleplayer', 'Education']",485630
96584,2008,"['Movie', 'Comedy', 'Basketball']",541520
96585,2013,"['Movie', 'Drama', 'Action', 'Adventure', 'Action-Adventure']",541610
96586,2013,"['Movie', 'Drama', 'Martial Arts', 'Action']",541690
96587,2016,"['RPG', 'Indie', 'Anime', 'Strategy', 'Cute', 'Tactical RPG', 'JRPG', 'Strategy RPG', 'Turn-Based', 'Tactical', 'Turn-Based Tactics', 'Singleplayer', 'Fantasy', 'Turn-Based Strategy', 'Turn-Based Combat', 'Replay Value', 'Female Protagonist', 'Retro', 'Comedy', 'Visual Novel']",529160
96588,2016,"['Strategy', 'RTS', 'Base Building']",530040
96589,2016,"['RPG', 'Massively Multiplayer', 'Indie', 'Simulation']",571220
96590,2016,"['Casual', 'Indie', 'Action', 'Simulation', 'Arcade', 'Memes', 'Funny', 'Singleplayer', 'Procedural Generation', 'Top-Down', 'Platformer', 'Rogue-like', 'Free to Play', 'Great Soundtrack', 'Relaxing', 'Music', 'PvE', 'Atmospheric', 'Comedy', 'Classic']",539700
96592,2016,"['Early Access', 'Action', 'Indie', 'Casual', 'Cartoony', '3D Platformer']",535240
96593,2016,"['Casual', 'Indie', 'Action', 'Typing']",567290
96594,2016,"['Action', 'Indie', 'Casual', 'Platformer']",571020
96595,2016,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Simulation']",570920
96596,2016,"['Design & Illustration', 'Utilities']",531600
96597,2016,"['Strategy', 'Simulation']",558480
96598,2016,"['Indie', 'Soundtrack']",571300
96599,2016,"['Video Production', 'Software', 'Utilities']",554820
96600,2016,"['Casual', 'Indie', 'Adventure', 'Strategy']",567210
96602,2016,"['Action', 'Adventure', 'Indie', 'Sports', 'Casual', 'RPG']",538700
96604,2016,"['Action', 'Indie', 'Adventure', 'Platformer', '2D', '4 Player Local', 'Local Multiplayer', 'Story Rich', 'Aliens', 'Atmospheric', 'Singleplayer', 'Difficult']",570890
96605,2016,"['Action', 'Indie']",500340
96606,2016,"['Documentary', 'Gaming', 'Movie']",512010
96607,2016,"['Casual', 'Adventure', 'Indie']",502530
96611,2016,"['Action', 'Adventure', 'RPG']",568990
96612,2016,"['Action', 'Adventure']",525034
96613,2016,"['Action', 'Adventure']",525036
96615,2016,"['Casual', 'Simulation']",509683
96616,2016,"['Casual', 'Simulation']",509688
96617,2016,"['Casual', 'Simulation']",509685
96618,2016,"['Casual', 'Simulation']",509684
96619,2016,['Strategy'],544840
96620,2016,"['Casual', 'Simulation']",509686
96621,2016,"['Action', 'Adventure', 'Massively Multiplayer', 'Casual']",508400
96622,2016,"['Casual', 'Simulation']",509687
96623,2016,"['Strategy', 'RPG', 'Indie']",572070
96624,2016,"['Strategy', 'RPG', 'Indie']",570720
96625,2016,"['Strategy', 'RPG', 'Indie']",570670
96626,2011,['Movie'],571990
96628,2016,"['Action', 'Adventure', 'Indie']",503800
96629,2016,"['Early Access', 'Gore', 'Adventure', 'Indie', 'Violent', 'Sexual Content']",570500
96630,2016,"['Racing', 'Simulation', 'Sports']",562060
96631,2016,"['Indie', 'Action', 'Anime', 'Female Protagonist']",557420
96632,2016,['Simulation'],536574
96633,2016,"['Casual', 'Adventure', 'Indie', 'Anime', 'Puzzle', 'Cartoon', 'Story Rich', 'Great Soundtrack', 'Comic Book', 'Match 3']",414140
96634,2016,['Simulation'],536549
96635,2016,['Simulation'],536572
96636,2016,['Simulation'],536575
96637,2016,"['Casual', 'Strategy', 'Simulation', 'Indie']",573850
96638,2016,"['Indie', 'Action', 'Pixel Graphics', 'Procedural Generation', 'Rogue-like', '2D', 'Dark', 'Dark Fantasy', 'Retro', 'Atmospheric', 'Difficult', 'Replay Value', 'Great Soundtrack', 'Rogue-lite', 'Arcade', 'Hack and Slash', 'Singleplayer', 'Survival', 'Blood', 'Fast-Paced']",542350
96640,2016,"['Strategy', 'Casual', 'Indie']",567800
96642,2016,"['Early Access', 'Free to Play', 'Strategy', 'Multiplayer', 'RTS', 'War', 'MOBA', 'Indie', 'Violent', 'Action', 'Singleplayer', 'Co-op', 'Casual', 'Sci-fi']",558100
96643,2016,"['Design & Illustration', 'Utilities', 'Animation & Modeling']",570320
96644,2016,"['Indie', 'Casual', 'Sports']",567040
96645,2016,"['Strategy', 'Casual']",546200
96646,2016,"['Strategy', 'RPG', 'Indie']",571250
96649,2016,"['Adventure', 'Indie']",571750
96650,2016,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Software', 'Utilities', 'Lovecraftian', 'Party-Based RPG', 'Story Rich', 'Online Co-Op', 'Sandbox']",573470
96656,2016,"['Action', 'Indie']",548250
96657,2016,"['Strategy', 'Indie', 'Anime', 'Cute', 'Multiplayer', 'Turn-Based', 'Board Game']",573180
96658,2016,"['Adventure', 'Indie', 'Casual', 'Singleplayer', 'Hidden Object', 'Puzzle', 'Atmospheric', 'Great Soundtrack', '2D', 'Choices Matter', 'Stylized', 'Action-Adventure', 'Choose Your Own Adventure', 'Point & Click', 'Visual Novel', 'Survival']",562670
96659,2016,"['Strategy', 'Simulation', 'Casual', 'Indie']",571960
96660,2016,"['Simulation', 'Casual', 'Pinball']",564010
96664,2016,"['Action', 'Indie', 'Sports']",574400
96665,2016,"['Indie', 'Action', 'RPG', 'Singleplayer', 'Dungeon Crawler', 'Procedural Generation', 'Rogue-lite', 'Action RPG', 'Dark Fantasy', 'Rogue-like']",528730
96666,2016,['Indie'],543430
96668,2016,"['Simulation', 'Racing', 'Sports']",550800
96669,2016,"['Casual', 'Simulation']",569243
96670,2016,"['Casual', 'Simulation']",569244
96671,2016,"['Indie', 'Action', 'Casual', 'Space', 'Arcade', 'Shooter', 'Singleplayer', 'Bullet Hell', 'Mouse only', 'Top-Down', 'Short', 'Sci-fi', 'Difficult', 'Top-Down Shooter', ""Shoot 'Em Up"", 'Great Soundtrack']",529900
96672,2016,"['Action', 'Adventure', 'Indie']",571870
96673,2016,"['RPG', 'Rogue-like', 'JRPG']",574580
96674,2016,"['Horror', 'First-Person', 'Singleplayer', 'Survival Horror', 'Cute', ""1990's"", 'Indie', 'Action', 'Survival', 'Strategy', 'Robots', 'Dark', 'Difficult', 'Story Rich', 'Funny', 'Adventure', 'Atmospheric', 'Great Soundtrack', 'Family Friendly', 'Memes']",568090
96675,2016,"['Adventure', 'Action', 'Casual', 'Indie']",572040
96676,2016,"['Indie', 'Puzzle']",544180
96677,2016,"['Action', 'Casual', 'Indie', ""Shoot 'Em Up"", 'Space', 'Bullet Hell']",567580
96678,2016,"['Action', 'Simulation']",567421
96679,2016,"['Action', 'Simulation']",567422
96681,2016,"['Adventure', 'Indie']",575030
96682,2016,"['Indie', 'Action', 'Adventure', '2D', 'Platformer', 'Side Scroller', 'Pixel Graphics']",395550
96683,2016,"['Indie', 'Casual', 'Visual Novel', 'Female Protagonist', 'Otome', 'Fantasy']",555320
96684,2016,"['Action', 'Adventure', 'Indie', 'Platformer']",543320
96686,2016,"['Adventure', 'Indie', 'Action', '2D']",574910
96687,2016,"['Free to Play', 'Anime', 'Visual Novel', 'Sexual Content', 'Casual', 'Indie', 'Horror', 'Simulation', 'Romance', 'Dating Sim', 'Singleplayer', 'Story Rich', 'Adventure', 'Psychological Horror', 'Memes', 'FPS', 'Nudity']",555210
96689,2016,"['Action', 'Indie', 'Casual']",560710
96692,2017,"['Action', 'Casual', 'Adventure', 'Indie', 'Dungeon Crawler', 'Local Multiplayer', 'Co-op']",538390
96693,2017,"['Casual', 'Indie', 'Adventure', 'Strategy']",550400
96696,2017,"['Indie', 'Strategy']",552030
96697,2017,"['Strategy', 'RPG', 'Indie']",574450
96699,2017,"['Strategy', 'RPG', 'Indie']",561920
96700,2017,"['Strategy', 'RPG', 'Indie']",576570
96701,2017,"['Action', 'Adventure', 'Indie']",568130
96702,2017,"['Strategy', 'RPG', 'Indie']",576180
96703,2017,"['Indie', 'Rogue-like', 'Replay Value', 'Difficult', 'Pixel Graphics', 'Moddable', 'Great Soundtrack', 'Singleplayer', 'Action', 'Adventure', '2D', 'Local Co-Op', 'Dungeon Crawler', 'Dark', 'Atmospheric', 'Gore', 'Twin Stick Shooter', 'Horror', 'Procedural Generation', 'Psychological Horror']",570660
96704,2017,"['Action', 'Indie']",431340
96705,2017,"['Indie', 'Simulation', 'Racing', 'Isometric', 'Difficult']",575400
96706,2017,"['Indie', 'Racing', 'Casual', 'Action', 'Simulation', 'Sports', 'Comedy', 'Dark Humor', 'Parody', 'Memes', 'Difficult']",575470
96707,2017,"['Action', 'Adventure', 'Indie', 'Simulation']",574770
96708,2017,"['Action', 'Adventure', 'Indie', 'Simulation']",555670
96709,2016,"['Simulation', 'Strategy', 'Indie', 'Action', 'Sandbox', 'Space']",573160
96710,2017,"['Strategy', 'Adventure', 'Indie', 'Casual', 'Simulation']",576600
96711,1984,['Movie'],577260
96712,2011,['Movie'],575280
96713,2017,"['Adventure', 'Indie', 'Female Protagonist', 'Point & Click', 'Pixel Graphics', 'Narration', 'Short']",544970
96714,2014,"['Movie', 'Action']",541650
96715,2017,"['Design & Illustration', 'Web Publishing']",453240
96716,2016,"['Indie', 'Casual', 'Action', 'Adventure']",565650
96717,2017,"['RPG', 'Indie', 'RPGMaker']",497560
96720,2017,"['Indie', 'RPG', 'RPGMaker', 'Female Protagonist', 'JRPG', 'Anime', 'Singleplayer', 'Adventure', 'Story Rich', 'Hand-drawn', 'Magic', 'Turn-Based', 'Exploration', 'Fantasy', 'Strategy', 'Retro', 'Controller', 'Classic']",568830
96721,2017,"['Casual', 'Indie', 'Adventure', 'Memes', 'Puzzle', 'Psychological Horror']",575130
96723,2016,"['Indie', 'Adventure', 'Platformer', '2D', 'Difficult']",524940
96724,2017,"['Racing', 'Sports', 'Memes', 'Atmospheric', 'Great Soundtrack', 'Simulation']",566990
96725,2017,"['Strategy', 'Adventure', 'Indie', 'Casual']",574972
96726,2017,"['Action', 'Adventure', 'Indie', 'Cute', 'Pixel Graphics']",573520
96727,2017,"['Comedy', 'Dark Humor', 'Memes', 'Adventure', 'Anime', 'Visual Novel']",575650
96729,2017,"['Indie', 'Horror']",569760
96730,2017,"['Early Access', 'Sports', 'Strategy', 'Action', 'Indie', 'Casual', 'RPG']",563410
96732,2017,"['Indie', 'Simulation', 'Free to Play']",578270
96733,2017,"['Adventure', 'Indie', 'RPG', 'RPGMaker']",545700
96734,2017,"['Action', 'Simulation']",576210
96735,2017,"['Indie', 'Puzzle', '2D']",511920
96737,2017,"['Adventure', 'Casual', 'Visual Novel', 'Otome', 'Anime']",534980
96738,2017,"['Adventure', 'Casual']",538750
96739,2017,"['Racing', 'Adventure', 'Action', 'Indie']",559960
96740,2017,"['Racing', 'Action', 'Indie', '4 Player Local', 'Local Multiplayer', 'Great Soundtrack']",559870
96741,2017,"['Adventure', 'Indie', 'Free to Play', 'Casual', 'Simulation', 'Strategy', 'Sports', 'Anime']",577402
96742,2017,"['Strategy', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",577403
96743,2017,"['Strategy', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",577405
96745,2017,"['Adventure', 'Indie', 'Horror', 'Point & Click', 'Gore', 'Atmospheric', 'Hand-drawn']",538070
96746,2017,"['Action', 'Indie', 'Violent', ""Shoot 'Em Up"", 'Arcade', 'Retro', 'On-Rails Shooter', 'Fast-Paced', 'Ninja', 'Difficult', 'Gun Customization', 'Post-apocalyptic']",502540
96747,2017,"['Action', 'Adventure', 'Indie', 'Exploration']",493710
96748,2011,"['Massively Multiplayer', 'Strategy', 'Indie', 'RPG', 'City Builder', 'Sandbox', '4X', 'Simulation', 'Fantasy', 'Grand Strategy', 'Economy', 'Resource Management', 'Building', 'MMORPG']",559310
96749,2016,"['Action', 'Indie', 'Great Soundtrack', 'Retro']",574020
96750,2017,"['Early Access', 'Action', 'Indie', 'Sports', 'Strategy', 'Local Multiplayer', 'Magic', 'Physics']",572220
96751,2017,"['Adventure', 'Casual', 'Hidden Object']",569150
96753,2001,"['Strategy', 'Multiplayer', 'Real-Time', 'Singleplayer', 'Space', 'RTS']",578670
96755,2017,"['Indie', 'Visual Novel', 'Anime', 'Story Rich']",444170
96756,2017,['Indie'],444610
96757,2017,['Indie'],444611
96758,2017,"['Action', 'Indie', 'Action-Adventure', 'Puzzle-Platformer', 'Platformer', 'Difficult', '2D']",347290
96759,2017,['Simulation'],576930
96761,2017,"['Action', 'Indie', 'Zombies', 'Co-op']",512490
96762,2017,"['Action', 'Indie', 'Casual', 'Zombies', 'Platformer', 'Arcade', '2D', 'Singleplayer', 'Gun Customization']",314590
96764,2017,"['Strategy', 'RPG', 'Indie']",578480
96765,2017,"['Strategy', 'RPG', 'Indie']",577590
96766,2017,"['Strategy', 'RPG', 'Indie']",579790
96768,2017,"['Casual', 'Indie', 'Strategy']",574170
96769,2011,"['Movie', 'Comedy']",540490
96770,2017,"['Massively Multiplayer', 'Simulation', 'Sports', 'Free to Play']",496436
96771,2017,"['Massively Multiplayer', 'Simulation', 'Sports', 'Free to Play']",496437
96772,2017,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Simulation']",581080
96773,2017,"['Massively Multiplayer', 'Simulation', 'Sports', 'Free to Play']",496438
